id,species,examiner
2017,Iris-versicolor,Ahmad
2018,Iris-versicolor,Matteo
2019,Iris-versicolor,Sobhan
2020,Iris-versicolor,Andrej
2021,Iris-versicolor,Ahmad
2022,Iris-versicolor,Matteo
2023,Iris-versicolor,Sobhan
2024,Iris-versicolor,Andrej
2025,Iris-versicolor,Ahmad
2026,Iris-versicolor,Matteo
2027,Iris-versicolor,Sobhan
2028,Iris-versicolor,Andrej
2029,Iris-versicolor,Ahmad
2030,Iris-versicolor,Matteo
2031,Iris-versicolor,Sobhan
2032,Iris-versicolor,Andrej
2033,Iris-versicolor,Ahmad
2034,Iris-versicolor,Matteo
2035,Iris-versicolor,Sobhan
2036,Iris-versicolor,Andrej
2037,Iris-versicolor,Ahmad
2038,Iris-versicolor,Matteo
2039,Iris-versicolor,Sobhan
2040,Iris-versicolor,Andrej
2041,Iris-versicolor,Ahmad
2042,Iris-versicolor,Matteo
2043,Iris-versicolor,Sobhan
2044,Iris-versicolor,Andrej
2045,Iris-versicolor,Ahmad
2046,Iris-versicolor,Matteo
2047,Iris-versicolor,Sobhan
2048,Iris-versicolor,Andrej
2049,Iris-versicolor,Ahmad
2050,Iris-versicolor,Matteo
2051,Iris-virginica,Sobhan
2052,Iris-virginica,Andrej
2053,Iris-virginica,Ahmad
2054,Iris-virginica,Matteo
2055,Iris-virginica,Sobhan
2056,Iris-virginica,Andrej
2057,Iris-virginica,Ahmad
2058,Iris-virginica,Matteo
2059,Iris-virginica,Sobhan
2060,Iris-virginica,Andrej
2061,Iris-virginica,Ahmad
2062,Iris-virginica,Matteo
2063,Iris-virginica,Sobhan
2064,Iris-virginica,Andrej
2065,Iris-virginica,Ahmad
2066,Iris-virginica,Matteo
2067,Iris-virginica,Sobhan
2068,Iris-virginica,Andrej
2069,Iris-virginica,Ahmad
2070,Iris-virginica,Matteo
2071,Iris-virginica,Sobhan
2072,Iris-virginica,Andrej
2073,Iris-virginica,Ahmad
2074,Iris-virginica,Matteo
2075,Iris-virginica,Sobhan
2076,Iris-virginica,Andrej
2077,Iris-virginica,Ahmad
2078,Iris-virginica,Matteo
2079,Iris-virginica,Sobhan
2080,Iris-virginica,Andrej
2081,Iris-virginica,Ahmad
2082,Iris-virginica,Matteo
2083,Iris-virginica,Sobhan
2084,Iris-virginica,Andrej
2085,Iris-virginica,Ahmad
2086,Iris-virginica,Matteo
2087,Iris-virginica,Sobhan
2088,Iris-virginica,Andrej
2089,Iris-virginica,Ahmad
2090,Iris-virginica,Matteo
2091,Iris-virginica,Sobhan
2092,Iris-virginica,Andrej
2093,Iris-virginica,Ahmad
2094,Iris-virginica,Matteo
2095,Iris-virginica,Sobhan
2096,Iris-virginica,Andrej
2097,Iris-virginica,Ahmad
2098,Iris-virginica,Matteo
2099,Iris-virginica,Sobhan
2100,Iris-virginica,Andrej
2101,Iris-setosa,Sobhan
2102,Iris-setosa,Andrej
2103,Iris-setosa,Ahmad
2104,Iris-setosa,Matteo
2105,Iris-setosa,Sobhan
2106,Iris-setosa,Andrej
2107,Iris-setosa,Ahmad
2108,Iris-setosa,Matteo
2109,Iris-setosa,Sobhan
2110,Iris-setosa,Andrej
2111,Iris-setosa,Ahmad
2112,Iris-setosa,Matteo
2113,Iris-setosa,Sobhan
2114,Iris-setosa,Andrej
2115,Iris-setosa,Ahmad
2116,Iris-setosa,Matteo
2117,Iris-setosa,Sobhan
2118,Iris-setosa,Andrej
2119,Iris-setosa,Ahmad
2120,Iris-setosa,Matteo
2121,Iris-setosa,Sobhan
2122,Iris-setosa,Andrej
2123,Iris-setosa,Ahmad
2124,Iris-setosa,Matteo
2125,Iris-setosa,Sobhan
2126,Iris-setosa,Andrej
2127,Iris-setosa,Ahmad
2128,Iris-setosa,Matteo
2129,Iris-setosa,Sobhan
2130,Iris-setosa,Andrej
2131,Iris-setosa,Ahmad
2132,Iris-setosa,Matteo
2133,Iris-setosa,Sobhan
2134,Iris-setosa,Andrej
2135,Iris-setosa,Ahmad
2136,Iris-setosa,Matteo
2137,Iris-setosa,Sobhan
2138,Iris-setosa,Andrej
2139,Iris-setosa,Ahmad
2140,Iris-setosa,Matteo
2141,Iris-setosa,Sobhan
2142,Iris-setosa,Andrej
2143,Iris-setosa,Ahmad
2144,Iris-setosa,Matteo
2145,Iris-setosa,Sobhan
2146,Iris-setosa,Andrej
2147,Iris-setosa,Ahmad
2148,Iris-setosa,Matteo
2149,Iris-setosa,Sobhan
2150,Iris-setosa,Andrej
2151,Iris-versicolor,Ahmad
2152,Iris-versicolor,Matteo
2153,Iris-versicolor,Sobhan
2154,Iris-versicolor,Andrej
2155,Iris-versicolor,Ahmad
2156,Iris-versicolor,Matteo
2157,Iris-versicolor,Sobhan
2158,Iris-versicolor,Andrej
2159,Iris-versicolor,Ahmad
2160,Iris-versicolor,Matteo
2161,Iris-versicolor,Sobhan
2162,Iris-versicolor,Andrej
2163,Iris-versicolor,Ahmad
2164,Iris-versicolor,Matteo
2165,Iris-versicolor,Sobhan
2166,Iris-versicolor,Andrej
2167,Iris-versicolor,Ahmad
2168,Iris-versicolor,Matteo
2169,Iris-versicolor,Sobhan
2170,Iris-versicolor,Andrej
2171,Iris-versicolor,Ahmad
2172,Iris-versicolor,Matteo
2173,Iris-versicolor,Sobhan
2174,Iris-versicolor,Andrej
2175,Iris-versicolor,Ahmad
2176,Iris-versicolor,Matteo
2177,Iris-versicolor,Sobhan
2178,Iris-versicolor,Andrej
2179,Iris-versicolor,Ahmad
2180,Iris-versicolor,Matteo
2181,Iris-versicolor,Sobhan
2182,Iris-versicolor,Andrej
2183,Iris-versicolor,Ahmad
2184,Iris-versicolor,Matteo
2185,Iris-versicolor,Sobhan
2186,Iris-versicolor,Andrej
2187,Iris-versicolor,Ahmad
2188,Iris-versicolor,Matteo
2189,Iris-versicolor,Sobhan
2190,Iris-versicolor,Andrej
2191,Iris-versicolor,Ahmad
2192,Iris-versicolor,Matteo
2193,Iris-versicolor,Sobhan
2194,Iris-versicolor,Andrej
2195,Iris-versicolor,Ahmad
2196,Iris-versicolor,Matteo
2197,Iris-versicolor,Sobhan
2198,Iris-versicolor,Andrej
2199,Iris-versicolor,Ahmad
2200,Iris-versicolor,Matteo
2201,Iris-virginica,Sobhan
2202,Iris-virginica,Andrej
2203,Iris-virginica,Ahmad
2204,Iris-virginica,Matteo
2205,Iris-virginica,Sobhan
2206,Iris-virginica,Andrej
2207,Iris-virginica,Ahmad
2208,Iris-virginica,Matteo
2209,Iris-virginica,Sobhan
2210,Iris-virginica,Andrej
2211,Iris-virginica,Ahmad
2212,Iris-virginica,Matteo
2213,Iris-virginica,Sobhan
2214,Iris-virginica,Andrej
2215,Iris-virginica,Ahmad
2216,Iris-virginica,Matteo
2217,Iris-virginica,Sobhan
2218,Iris-virginica,Andrej
2219,Iris-virginica,Ahmad
2220,Iris-virginica,Matteo
2221,Iris-virginica,Sobhan
2222,Iris-virginica,Andrej
2223,Iris-virginica,Ahmad
2224,Iris-virginica,Matteo
2225,Iris-virginica,Sobhan
2226,Iris-virginica,Andrej
2227,Iris-virginica,Ahmad
2228,Iris-virginica,Matteo
2229,Iris-virginica,Sobhan
2230,Iris-virginica,Andrej
2231,Iris-virginica,Ahmad
2232,Iris-virginica,Matteo
2233,Iris-virginica,Sobhan
2234,Iris-virginica,Andrej
2235,Iris-virginica,Ahmad
2236,Iris-virginica,Matteo
2237,Iris-virginica,Sobhan
2238,Iris-virginica,Andrej
2239,Iris-virginica,Ahmad
2240,Iris-virginica,Matteo
2241,Iris-virginica,Sobhan
2242,Iris-virginica,Andrej
2243,Iris-virginica,Ahmad
2244,Iris-virginica,Matteo
2245,Iris-virginica,Sobhan
2246,Iris-virginica,Andrej
2247,Iris-virginica,Ahmad
2248,Iris-virginica,Matteo
2249,Iris-virginica,Sobhan
2250,Iris-virginica,Andrej
2251,Iris-setosa,Sobhan
2252,Iris-setosa,Andrej
2253,Iris-setosa,Ahmad
2254,Iris-setosa,Matteo
2255,Iris-setosa,Sobhan
2256,Iris-setosa,Andrej
2257,Iris-setosa,Ahmad
2258,Iris-setosa,Matteo
2259,Iris-setosa,Sobhan
2260,Iris-setosa,Andrej
2261,Iris-setosa,Ahmad
2262,Iris-setosa,Matteo
2263,Iris-setosa,Sobhan
2264,Iris-setosa,Andrej
2265,Iris-setosa,Ahmad
2266,Iris-setosa,Matteo
2267,Iris-setosa,Sobhan
2268,Iris-setosa,Andrej
2269,Iris-setosa,Ahmad
2270,Iris-setosa,Matteo
2271,Iris-setosa,Sobhan
2272,Iris-setosa,Andrej
2273,Iris-setosa,Ahmad
2274,Iris-setosa,Matteo
2275,Iris-setosa,Sobhan
2276,Iris-setosa,Andrej
2277,Iris-setosa,Ahmad
2278,Iris-setosa,Matteo
2279,Iris-setosa,Sobhan
2280,Iris-setosa,Andrej
2281,Iris-setosa,Ahmad
2282,Iris-setosa,Matteo
2283,Iris-setosa,Sobhan
2284,Iris-setosa,Andrej
2285,Iris-setosa,Ahmad
2286,Iris-setosa,Matteo
2287,Iris-setosa,Sobhan
2288,Iris-setosa,Andrej
2289,Iris-setosa,Ahmad
2290,Iris-setosa,Matteo
2291,Iris-setosa,Sobhan
2292,Iris-setosa,Andrej
2293,Iris-setosa,Ahmad
2294,Iris-setosa,Matteo
2295,Iris-setosa,Sobhan
2296,Iris-setosa,Andrej
2297,Iris-setosa,Ahmad
2298,Iris-setosa,Matteo
2299,Iris-setosa,Sobhan
2300,Iris-setosa,Andrej
2301,Iris-versicolor,Ahmad
2302,Iris-versicolor,Matteo
2303,Iris-versicolor,Sobhan
2304,Iris-versicolor,Andrej
2305,Iris-versicolor,Ahmad
2306,Iris-versicolor,Matteo
2307,Iris-versicolor,Sobhan
2308,Iris-versicolor,Andrej
2309,Iris-versicolor,Ahmad
2310,Iris-versicolor,Matteo
2311,Iris-versicolor,Sobhan
2312,Iris-versicolor,Andrej
2313,Iris-versicolor,Ahmad
2314,Iris-versicolor,Matteo
2315,Iris-versicolor,Sobhan
2316,Iris-versicolor,Andrej
2317,Iris-versicolor,Ahmad
2318,Iris-versicolor,Matteo
2319,Iris-versicolor,Sobhan
2320,Iris-versicolor,Andrej
2321,Iris-versicolor,Ahmad
2322,Iris-versicolor,Matteo
2323,Iris-versicolor,Sobhan
2324,Iris-versicolor,Andrej
2325,Iris-versicolor,Ahmad
2326,Iris-versicolor,Matteo
2327,Iris-versicolor,Sobhan
2328,Iris-versicolor,Andrej
2329,Iris-versicolor,Ahmad
2330,Iris-versicolor,Matteo
2331,Iris-versicolor,Sobhan
2332,Iris-versicolor,Andrej
2333,Iris-versicolor,Ahmad
2334,Iris-versicolor,Matteo
2335,Iris-versicolor,Sobhan
2336,Iris-versicolor,Andrej
2337,Iris-versicolor,Ahmad
2338,Iris-versicolor,Matteo
2339,Iris-versicolor,Sobhan
2340,Iris-versicolor,Andrej
2341,Iris-versicolor,Ahmad
2342,Iris-versicolor,Matteo
2343,Iris-versicolor,Sobhan
2344,Iris-versicolor,Andrej
2345,Iris-versicolor,Ahmad
2346,Iris-versicolor,Matteo
2347,Iris-versicolor,Sobhan
2348,Iris-versicolor,Andrej
2349,Iris-versicolor,Ahmad
2350,Iris-versicolor,Matteo
2351,Iris-virginica,Sobhan
2352,Iris-virginica,Andrej
2353,Iris-virginica,Ahmad
2354,Iris-virginica,Matteo
2355,Iris-virginica,Sobhan
2356,Iris-virginica,Andrej
2357,Iris-virginica,Ahmad
2358,Iris-virginica,Matteo
2359,Iris-virginica,Sobhan
2360,Iris-virginica,Andrej
2361,Iris-virginica,Ahmad
2362,Iris-virginica,Matteo
2363,Iris-virginica,Sobhan
2364,Iris-virginica,Andrej
2365,Iris-virginica,Ahmad
2366,Iris-virginica,Matteo
2367,Iris-virginica,Sobhan
2368,Iris-virginica,Andrej
2369,Iris-virginica,Ahmad
2370,Iris-virginica,Matteo
2371,Iris-virginica,Sobhan
2372,Iris-virginica,Andrej
2373,Iris-virginica,Ahmad
2374,Iris-virginica,Matteo
2375,Iris-virginica,Sobhan
2376,Iris-virginica,Andrej
2377,Iris-virginica,Ahmad
2378,Iris-virginica,Matteo
2379,Iris-virginica,Sobhan
2380,Iris-virginica,Andrej
2381,Iris-virginica,Ahmad
2382,Iris-virginica,Matteo
2383,Iris-virginica,Sobhan
2384,Iris-virginica,Andrej
2385,Iris-virginica,Ahmad
2386,Iris-virginica,Matteo
2387,Iris-virginica,Sobhan
2388,Iris-virginica,Andrej
2389,Iris-virginica,Ahmad
2390,Iris-virginica,Matteo
2391,Iris-virginica,Sobhan
2392,Iris-virginica,Andrej
2393,Iris-virginica,Ahmad
2394,Iris-virginica,Matteo
2395,Iris-virginica,Sobhan
2396,Iris-virginica,Andrej
2397,Iris-virginica,Ahmad
2398,Iris-virginica,Matteo
2399,Iris-virginica,Sobhan
2400,Iris-virginica,Andrej
2401,Iris-setosa,Sobhan
2402,Iris-setosa,Andrej
2403,Iris-setosa,Ahmad
2404,Iris-setosa,Matteo
2405,Iris-setosa,Sobhan
2406,Iris-setosa,Andrej
2407,Iris-setosa,Ahmad
2408,Iris-setosa,Matteo
2409,Iris-setosa,Sobhan
2410,Iris-setosa,Andrej
2411,Iris-setosa,Ahmad
2412,Iris-setosa,Matteo
2413,Iris-setosa,Sobhan
2414,Iris-setosa,Andrej
2415,Iris-setosa,Ahmad
2416,Iris-setosa,Matteo
2417,Iris-setosa,Sobhan
2418,Iris-setosa,Andrej
2419,Iris-setosa,Ahmad
2420,Iris-setosa,Matteo
2421,Iris-setosa,Sobhan
2422,Iris-setosa,Andrej
2423,Iris-setosa,Ahmad
2424,Iris-setosa,Matteo
2425,Iris-setosa,Sobhan
2426,Iris-setosa,Andrej
2427,Iris-setosa,Ahmad
2428,Iris-setosa,Matteo
2429,Iris-setosa,Sobhan
2430,Iris-setosa,Andrej
2431,Iris-setosa,Ahmad
2432,Iris-setosa,Matteo
2433,Iris-setosa,Sobhan
2434,Iris-setosa,Andrej
2435,Iris-setosa,Ahmad
2436,Iris-setosa,Matteo
2437,Iris-setosa,Sobhan
2438,Iris-setosa,Andrej
2439,Iris-setosa,Ahmad
2440,Iris-setosa,Matteo
2441,Iris-setosa,Sobhan
2442,Iris-setosa,Andrej
2443,Iris-setosa,Ahmad
2444,Iris-setosa,Matteo
2445,Iris-setosa,Sobhan
2446,Iris-setosa,Andrej
2447,Iris-setosa,Ahmad
2448,Iris-setosa,Matteo
2449,Iris-setosa,Sobhan
2450,Iris-setosa,Andrej
2451,Iris-versicolor,Ahmad
2452,Iris-versicolor,Matteo
2453,Iris-versicolor,Sobhan
2454,Iris-versicolor,Andrej
2455,Iris-versicolor,Ahmad
2456,Iris-versicolor,Matteo
2457,Iris-versicolor,Sobhan
2458,Iris-versicolor,Andrej
2459,Iris-versicolor,Ahmad
2460,Iris-versicolor,Matteo
2461,Iris-versicolor,Sobhan
2462,Iris-versicolor,Andrej
2463,Iris-versicolor,Ahmad
2464,Iris-versicolor,Matteo
2465,Iris-versicolor,Sobhan
2466,Iris-versicolor,Andrej
2467,Iris-versicolor,Ahmad
2468,Iris-versicolor,Matteo
2469,Iris-versicolor,Sobhan
2470,Iris-versicolor,Andrej
2471,Iris-versicolor,Ahmad
2472,Iris-versicolor,Matteo
2473,Iris-versicolor,Sobhan
2474,Iris-versicolor,Andrej
2475,Iris-versicolor,Ahmad
2476,Iris-versicolor,Matteo
2477,Iris-versicolor,Sobhan
2478,Iris-versicolor,Andrej
2479,Iris-versicolor,Ahmad
2480,Iris-versicolor,Matteo
2481,Iris-versicolor,Sobhan
2482,Iris-versicolor,Andrej
2483,Iris-versicolor,Ahmad
2484,Iris-versicolor,Matteo
2485,Iris-versicolor,Sobhan
2486,Iris-versicolor,Andrej
2487,Iris-versicolor,Ahmad
2488,Iris-versicolor,Matteo
2489,Iris-versicolor,Sobhan
2490,Iris-versicolor,Andrej
2491,Iris-versicolor,Ahmad
2492,Iris-versicolor,Matteo
2493,Iris-versicolor,Sobhan
2494,Iris-versicolor,Andrej
2495,Iris-versicolor,Ahmad
2496,Iris-versicolor,Matteo
2497,Iris-versicolor,Sobhan
2498,Iris-versicolor,Andrej
2499,Iris-versicolor,Ahmad
2500,Iris-versicolor,Matteo
2501,Iris-virginica,Sobhan
2502,Iris-virginica,Andrej
2503,Iris-virginica,Ahmad
2504,Iris-virginica,Matteo
2505,Iris-virginica,Sobhan
2506,Iris-virginica,Andrej
2507,Iris-virginica,Ahmad
2508,Iris-virginica,Matteo
2509,Iris-virginica,Sobhan
2510,Iris-virginica,Andrej
2511,Iris-virginica,Ahmad
2512,Iris-virginica,Matteo
2513,Iris-virginica,Sobhan
2514,Iris-virginica,Andrej
2515,Iris-virginica,Ahmad
2516,Iris-virginica,Matteo
2517,Iris-virginica,Sobhan
2518,Iris-virginica,Andrej
2519,Iris-virginica,Ahmad
2520,Iris-virginica,Matteo
2521,Iris-virginica,Sobhan
2522,Iris-virginica,Andrej
2523,Iris-virginica,Ahmad
2524,Iris-virginica,Matteo
2525,Iris-virginica,Sobhan
2526,Iris-virginica,Andrej
2527,Iris-virginica,Ahmad
2528,Iris-virginica,Matteo
2529,Iris-virginica,Sobhan
2530,Iris-virginica,Andrej
2531,Iris-virginica,Ahmad
2532,Iris-virginica,Matteo
2533,Iris-virginica,Sobhan
2534,Iris-virginica,Andrej
2535,Iris-virginica,Ahmad
2536,Iris-virginica,Matteo
2537,Iris-virginica,Sobhan
2538,Iris-virginica,Andrej
2539,Iris-virginica,Ahmad
2540,Iris-virginica,Matteo
2541,Iris-virginica,Sobhan
2542,Iris-virginica,Andrej
2543,Iris-virginica,Ahmad
2544,Iris-virginica,Matteo
2545,Iris-virginica,Sobhan
2546,Iris-virginica,Andrej
2547,Iris-virginica,Ahmad
2548,Iris-virginica,Matteo
2549,Iris-virginica,Sobhan
2550,Iris-virginica,Andrej
2551,Iris-setosa,Sobhan
2552,Iris-setosa,Andrej
2553,Iris-setosa,Ahmad
2554,Iris-setosa,Matteo
2555,Iris-setosa,Sobhan
2556,Iris-setosa,Andrej
2557,Iris-setosa,Ahmad
2558,Iris-setosa,Matteo
2559,Iris-setosa,Sobhan
2560,Iris-setosa,Andrej
2561,Iris-setosa,Ahmad
2562,Iris-setosa,Matteo
2563,Iris-setosa,Sobhan
2564,Iris-setosa,Andrej
2565,Iris-setosa,Ahmad
2566,Iris-setosa,Matteo
2567,Iris-setosa,Sobhan
2568,Iris-setosa,Andrej
2569,Iris-setosa,Ahmad
2570,Iris-setosa,Matteo
2571,Iris-setosa,Sobhan
2572,Iris-setosa,Andrej
2573,Iris-setosa,Ahmad
2574,Iris-setosa,Matteo
2575,Iris-setosa,Sobhan
2576,Iris-setosa,Andrej
2577,Iris-setosa,Ahmad
2578,Iris-setosa,Matteo
2579,Iris-setosa,Sobhan
2580,Iris-setosa,Andrej
2581,Iris-setosa,Ahmad
2582,Iris-setosa,Matteo
2583,Iris-setosa,Sobhan
2584,Iris-setosa,Andrej
2585,Iris-setosa,Ahmad
2586,Iris-setosa,Matteo
2587,Iris-setosa,Sobhan
2588,Iris-setosa,Andrej
2589,Iris-setosa,Ahmad
2590,Iris-setosa,Matteo
2591,Iris-setosa,Sobhan
2592,Iris-setosa,Andrej
2593,Iris-setosa,Ahmad
2594,Iris-setosa,Matteo
2595,Iris-setosa,Sobhan
2596,Iris-setosa,Andrej
2597,Iris-setosa,Ahmad
2598,Iris-setosa,Matteo
2599,Iris-setosa,Sobhan
2600,Iris-setosa,Andrej
2601,Iris-versicolor,Ahmad
2602,Iris-versicolor,Matteo
2603,Iris-versicolor,Sobhan
2604,Iris-versicolor,Andrej
2605,Iris-versicolor,Ahmad
2606,Iris-versicolor,Matteo
2607,Iris-versicolor,Sobhan
2608,Iris-versicolor,Andrej
2609,Iris-versicolor,Ahmad
2610,Iris-versicolor,Matteo
2611,Iris-versicolor,Sobhan
2612,Iris-versicolor,Andrej
2613,Iris-versicolor,Ahmad
2614,Iris-versicolor,Matteo
2615,Iris-versicolor,Sobhan
2616,Iris-versicolor,Andrej
2617,Iris-versicolor,Ahmad
2618,Iris-versicolor,Matteo
2619,Iris-versicolor,Sobhan
2620,Iris-versicolor,Andrej
2621,Iris-versicolor,Ahmad
2622,Iris-versicolor,Matteo
2623,Iris-versicolor,Sobhan
2624,Iris-versicolor,Andrej
2625,Iris-versicolor,Ahmad
2626,Iris-versicolor,Matteo
2627,Iris-versicolor,Sobhan
2628,Iris-versicolor,Andrej
2629,Iris-versicolor,Ahmad
2630,Iris-versicolor,Matteo
2631,Iris-versicolor,Sobhan
2632,Iris-versicolor,Andrej
2633,Iris-versicolor,Ahmad
2634,Iris-versicolor,Matteo
2635,Iris-versicolor,Sobhan
2636,Iris-versicolor,Andrej
2637,Iris-versicolor,Ahmad
2638,Iris-versicolor,Matteo
2639,Iris-versicolor,Sobhan
2640,Iris-versicolor,Andrej
2641,Iris-versicolor,Ahmad
2642,Iris-versicolor,Matteo
2643,Iris-versicolor,Sobhan
2644,Iris-versicolor,Andrej
2645,Iris-versicolor,Ahmad
2646,Iris-versicolor,Matteo
2647,Iris-versicolor,Sobhan
2648,Iris-versicolor,Andrej
2649,Iris-versicolor,Ahmad
2650,Iris-versicolor,Matteo
2651,Iris-virginica,Sobhan
2652,Iris-virginica,Andrej
2653,Iris-virginica,Ahmad
2654,Iris-virginica,Matteo
2655,Iris-virginica,Sobhan
2656,Iris-virginica,Andrej
2657,Iris-virginica,Ahmad
2658,Iris-virginica,Matteo
2659,Iris-virginica,Sobhan
2660,Iris-virginica,Andrej
2661,Iris-virginica,Ahmad
2662,Iris-virginica,Matteo
2663,Iris-virginica,Sobhan
2664,Iris-virginica,Andrej
2665,Iris-virginica,Ahmad
2666,Iris-virginica,Matteo
2667,Iris-virginica,Sobhan
2668,Iris-virginica,Andrej
2669,Iris-virginica,Ahmad
2670,Iris-virginica,Matteo
2671,Iris-virginica,Sobhan
2672,Iris-virginica,Andrej
2673,Iris-virginica,Ahmad
2674,Iris-virginica,Matteo
2675,Iris-virginica,Sobhan
2676,Iris-virginica,Andrej
2677,Iris-virginica,Ahmad
2678,Iris-virginica,Matteo
2679,Iris-virginica,Sobhan
2680,Iris-virginica,Andrej
2681,Iris-virginica,Ahmad
2682,Iris-virginica,Matteo
2683,Iris-virginica,Sobhan
2684,Iris-virginica,Andrej
2685,Iris-virginica,Ahmad
2686,Iris-virginica,Matteo
2687,Iris-virginica,Sobhan
2688,Iris-virginica,Andrej
2689,Iris-virginica,Ahmad
2690,Iris-virginica,Matteo
2691,Iris-virginica,Sobhan
2692,Iris-virginica,Andrej
2693,Iris-virginica,Ahmad
2694,Iris-virginica,Matteo
2695,Iris-virginica,Sobhan
2696,Iris-virginica,Andrej
2697,Iris-virginica,Ahmad
2698,Iris-virginica,Matteo
2699,Iris-virginica,Sobhan
2700,Iris-virginica,Andrej
2701,Iris-setosa,Sobhan
2702,Iris-setosa,Andrej
2703,Iris-setosa,Ahmad
2704,Iris-setosa,Matteo
2705,Iris-setosa,Sobhan
2706,Iris-setosa,Andrej
2707,Iris-setosa,Ahmad
2708,Iris-setosa,Matteo
2709,Iris-setosa,Sobhan
2710,Iris-setosa,Andrej
2711,Iris-setosa,Ahmad
2712,Iris-setosa,Matteo
2713,Iris-setosa,Sobhan
2714,Iris-setosa,Andrej
2715,Iris-setosa,Ahmad
2716,Iris-setosa,Matteo
2717,Iris-setosa,Sobhan
2718,Iris-setosa,Andrej
2719,Iris-setosa,Ahmad
2720,Iris-setosa,Matteo
2721,Iris-setosa,Sobhan
2722,Iris-setosa,Andrej
2723,Iris-setosa,Ahmad
2724,Iris-setosa,Matteo
2725,Iris-setosa,Sobhan
2726,Iris-setosa,Andrej
2727,Iris-setosa,Ahmad
2728,Iris-setosa,Matteo
2729,Iris-setosa,Sobhan
2730,Iris-setosa,Andrej
2731,Iris-setosa,Ahmad
2732,Iris-setosa,Matteo
2733,Iris-setosa,Sobhan
2734,Iris-setosa,Andrej
2735,Iris-setosa,Ahmad
2736,Iris-setosa,Matteo
2737,Iris-setosa,Sobhan
2738,Iris-setosa,Andrej
2739,Iris-setosa,Ahmad
2740,Iris-setosa,Matteo
2741,Iris-setosa,Sobhan
2742,Iris-setosa,Andrej
2743,Iris-setosa,Ahmad
2744,Iris-setosa,Matteo
2745,Iris-setosa,Sobhan
2746,Iris-setosa,Andrej
2747,Iris-setosa,Ahmad
2748,Iris-setosa,Matteo
2749,Iris-setosa,Sobhan
2750,Iris-setosa,Andrej
2751,Iris-versicolor,Ahmad
2752,Iris-versicolor,Matteo
2753,Iris-versicolor,Sobhan
2754,Iris-versicolor,Andrej
2755,Iris-versicolor,Ahmad
2756,Iris-versicolor,Matteo
2757,Iris-versicolor,Sobhan
2758,Iris-versicolor,Andrej
2759,Iris-versicolor,Ahmad
2760,Iris-versicolor,Matteo
2761,Iris-versicolor,Sobhan
2762,Iris-versicolor,Andrej
2763,Iris-versicolor,Ahmad
2764,Iris-versicolor,Matteo
2765,Iris-versicolor,Sobhan
2766,Iris-versicolor,Andrej
2767,Iris-versicolor,Ahmad
2768,Iris-versicolor,Matteo
2769,Iris-versicolor,Sobhan
2770,Iris-versicolor,Andrej
2771,Iris-versicolor,Ahmad
2772,Iris-versicolor,Matteo
2773,Iris-versicolor,Sobhan
2774,Iris-versicolor,Andrej
2775,Iris-versicolor,Ahmad
2776,Iris-versicolor,Matteo
2777,Iris-versicolor,Sobhan
2778,Iris-versicolor,Andrej
2779,Iris-versicolor,Ahmad
2780,Iris-versicolor,Matteo
2781,Iris-versicolor,Sobhan
2782,Iris-versicolor,Andrej
2783,Iris-versicolor,Ahmad
2784,Iris-versicolor,Matteo
2785,Iris-versicolor,Sobhan
2786,Iris-versicolor,Andrej
2787,Iris-versicolor,Ahmad
2788,Iris-versicolor,Matteo
2789,Iris-versicolor,Sobhan
2790,Iris-versicolor,Andrej
2791,Iris-versicolor,Ahmad
2792,Iris-versicolor,Matteo
2793,Iris-versicolor,Sobhan
2794,Iris-versicolor,Andrej
2795,Iris-versicolor,Ahmad
2796,Iris-versicolor,Matteo
2797,Iris-versicolor,Sobhan
2798,Iris-versicolor,Andrej
2799,Iris-versicolor,Ahmad
2800,Iris-versicolor,Matteo
2801,Iris-virginica,Sobhan
2802,Iris-virginica,Andrej
2803,Iris-virginica,Ahmad
2804,Iris-virginica,Matteo
2805,Iris-virginica,Sobhan
2806,Iris-virginica,Andrej
2807,Iris-virginica,Ahmad
2808,Iris-virginica,Matteo
2809,Iris-virginica,Sobhan
2810,Iris-virginica,Andrej
2811,Iris-virginica,Ahmad
2812,Iris-virginica,Matteo
2813,Iris-virginica,Sobhan
2814,Iris-virginica,Andrej
2815,Iris-virginica,Ahmad
2816,Iris-virginica,Matteo
2817,Iris-virginica,Sobhan
2818,Iris-virginica,Andrej
2819,Iris-virginica,Ahmad
2820,Iris-virginica,Matteo
2821,Iris-virginica,Sobhan
2822,Iris-virginica,Andrej
2823,Iris-virginica,Ahmad
2824,Iris-virginica,Matteo
2825,Iris-virginica,Sobhan
2826,Iris-virginica,Andrej
2827,Iris-virginica,Ahmad
2828,Iris-virginica,Matteo
2829,Iris-virginica,Sobhan
2830,Iris-virginica,Andrej
2831,Iris-virginica,Ahmad
2832,Iris-virginica,Matteo
2833,Iris-virginica,Sobhan
2834,Iris-virginica,Andrej
2835,Iris-virginica,Ahmad
2836,Iris-virginica,Matteo
2837,Iris-virginica,Sobhan
2838,Iris-virginica,Andrej
2839,Iris-virginica,Ahmad
2840,Iris-virginica,Matteo
2841,Iris-virginica,Sobhan
2842,Iris-virginica,Andrej
2843,Iris-virginica,Ahmad
2844,Iris-virginica,Matteo
2845,Iris-virginica,Sobhan
2846,Iris-virginica,Andrej
